ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom,Group
839,Drosophila melanogaster,RNA virus,Rhabdoviridae,Drosophila  sigma virus,,,Field,Japan,,1/8/2096,2/12/2099,,,7227,Drosophila,Drosophilidae,Diptera,Insecta,11270,NA,Rhabdoviridae,Mononegavirales,Monjiviricetes,Orthornavirae,Virus
840,Drosophila melanogaster,RNA virus,Picornaviridae,Drosophila  C virus,,,Field,Japan,,1/8/2096,2/12/2099,,,7227,Drosophila,Drosophilidae,Diptera,Insecta,12058,NA,Picornaviridae,Picornavirales,Pisoniviricetes,Orthornavirae,Virus
841,Drosophila melanogaster,,,Retrovirus  (RTV),,,Field,Japan,,1/8/2096,2/12/2099,,,7227,Drosophila,Drosophilidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA,Virus
842,Adoxophyes sp.,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,85584,Adoxophyes,Tortricidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
843,Adoxophyes sp.,DNA virus,Poxviridae,EPV Subgroup B,,,Field,Japan,,1/8/2096,2/12/2099,,,85584,Adoxophyes,Tortricidae,Lepidoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
844,Adoxophyes sp.,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,85584,Adoxophyes,Tortricidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
845,Hoshinoa longicellana,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,928821,Choristoneura,Tortricidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
846,Bambalina sp.,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1765115,Bambalina,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
847,Eumeta japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,151549,Eumeta,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
848,Eumeta minuscula,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1765101,Eumeta,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
849,Tinea translucens,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1377499,Tinea,Tineidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
850,Tinea translucens,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,1377499,Tinea,Tineidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
851,Tinea translucens,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1377499,Tinea,Tineidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
852,Caloptilia theivora,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,914280,Caloptilia,Gracillariidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
853,Yponomeuta malinellus,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,33466,Yponomeuta,Yponomeutidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
854,Yponomeuta malinellus,RNA virus,Reoviridae,CPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,33466,Yponomeuta,Yponomeutidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
855,Hellula undalis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,753185,Hellula,Crambidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
856,Pelopidas mathias oberthueri,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,218750,Pelopidas,Hesperiidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
857,Luehdorfia japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,76208,Luehdorfia,Papilionidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
858,Artogeia napi,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,78633,Pieris,Pieridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
859,Artogeia rapae crucivora,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
860,Artogeia rapae crucivora,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
861,Artogeia rapae crucivora,DNA virus,Parvoviridae,DNV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
862,Pontia daplidice,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,441325,Pontia,Pieridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
863,Vanessa cardui,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
864,Vanessa cardui,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
865,Vanessa cardui,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
866,Ectropis obliqua,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,248899,Ectropis,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
867,Milionia basalis pryeri,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
868,Phthonosema tendinosaria,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1430627,Phthonosema,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
869,Protoboarmia simpliciaria,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
870,Kunugia undans flaveola,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
871,Kunugia undans flaveola,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
872,Kunugia yamadai,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
873,Kunugia yamadai,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
874,Caligula japonica japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
875,Caligula japonica japonica,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
876,Caligula japonica japonica,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
877,Ampelophaga rubiginosa,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,512393,Ampelophaga,Sphingidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
878,Clanis bilineata tsingtauica,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
879,Hyles gallii,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,283843,Hyles,Sphingidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
880,Clostera anachoreta,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,499538,Clostera,Notodontidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
881,Clostera anachoreta,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,,499538,Clostera,Notodontidae,Lepidoptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
882,Clostera inclusa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1496458,Clostera,Notodontidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
883,Clostera inclusa,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,,1496458,Clostera,Notodontidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
884,Clostera inclusa,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,1496458,Clostera,Notodontidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
885,Calliteara argentata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
886,Cifuna locuples confusa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
887,Thanatarctia imparilis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
888,Thanatarctia imparilis,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
889,Thanatarctia inaequalis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
890,Mythimna loreyi,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,667449,Mythimna,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
891,Acanthoplusia agnata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
892,Periplaneta fuliginosa,DNA virus,Parvoviridae,Periplaneta fuliginosa DNV,,,Field,Japan,,1/8/2096,2/12/2099,,,36977,Periplaneta,Blattidae,Blattodea,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
893,Nilaparvata lugens,RNA virus,Reoviridae,Retrovirus (RTV),,,Field,Japan,,1/8/2096,2/12/2099,,,108931,Nilaparvata,Delphacidae,Hemiptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1641,Oryctes rhinoceros,DNA virus,Baculoviridae,Oryctes nonoccluded virus,LarvaAdult,"Fat body, midgut epithelium",Field,Japan,,1/8/2096,2/12/2099,,,72550,Oryctes,Scarabaeidae,Coleoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
894,Acidalia caritccaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
895,Actias artemis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,37775,Actias,Saturniidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
896,Actias selene ningpoana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,37776,Actias,Saturniidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
897,Alphaea phasma,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
898,Amata germana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
899,Anisolemnia dilatata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,511882,Megalocaria,Coccinellidae,Coleoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
900,Apocheima cinerarius,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,706528,Apocheima,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
901,Arctornis alba,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
902,Argyrogramma agnata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,254370,Ctenoplusia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
903,Pyrosis undulosa,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
904,Buzura suppressaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1049282,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
905,Buzura thibetaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
906,Cifuna locuples,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1418783,Cifuna,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
907,Cifuna sp.,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1418782,Cifuna,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
908,Eumeta minuscula,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1765101,Eumeta,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
909,Eumeta variegata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1368026,Clania,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
910,Creatonotus transiens,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,13021,Creatonotos,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
911,Culcula panterinaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1229185,Biston,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
912,Kunugia undans,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1906388,Kunugia,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
913,Cyclophragma undans fasciatella,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
914,Calliteara axutha,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
915,Dasychira baibarana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
916,Dasychira glaucinoptera,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
917,Calliteara pudibunda,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,875926,Calliteara,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
918,Deileptenia ribeata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,722669,Deileptenia,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
919,Dendrolimus kikuchii,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,765133,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
920,Dendrolimus latipennis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
921,Dendrolimus punctatus,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,238572,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
922,Dendrolimus punctatus tehchangensis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,238572,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
923,Diprion liuwanenis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
924,Erannis ankeraria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,722663,Erannis,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
925,Eriogyna pyretorum,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,364026,Eriogyna,Saturniidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
926,Euproctis bipunctapex,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1706469,Arna,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
927,Euproctis kargalika,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1706455,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
928,Euproctis varians,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,2249549,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
929,Euproctis vitellina,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,2163880,Euproctis,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
930,Gastropacha quercifolia,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1502188,Gastropacha,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
931,Gynaephora ruoergensis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1565377,Gynaephora,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
932,Hyphorma minax,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1939682,Hyphorma,Limacodidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
933,Iragoides fasciata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,571204,Iragoides,Limacodidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
934,Leucoma ochropoda,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
935,Jankowskia athleta,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,1502334,Jankowskia,Geometridae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
936,Lebeda nobilis,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,,1502199,Lebeda,Lasiocampidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
937,Lymantria mathura,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,335468,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
938,Lymantria viola,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
939,Lymantria xylina,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,,78901,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
940,Mahasena oolona,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,,2024751,Mahasena,Psychidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
941,Mesoneura rufonota,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,,1384683,Moricella,Tenthredinidae,Hymenoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
942,Calliteara axutha,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
943,Dendrolimus punctatus wenshanensis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,238572,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
944,Dendrolimus tehchangensis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
945,Dendrolimus tabulaeformis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,416556,Dendrolimus,Lasiocampidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
946,Micromelalopha troglodyta,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,660574,Micromelalopha,Notodontidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
947,Pleonomus canaliculatus,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
948,Setora suberecta,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
949,Stilpnotia candida,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,1473150,Leucoma,Erebidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
950,Thosea postornata,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,,2249629,Setora,Limacodidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
951,Apis mellifera,RNA virus,Picornaviridae,Picornavirus,,,Field,China,,1/8/2096,2/12/2099,,,7460,Apis,Apidae,Hymenoptera,Insecta,12058,NA,Picornaviridae,Picornavirales,Pisoniviricetes,Orthornavirae,Virus
952,Apis sinensis,RNA virus,Picornaviridae,Picornavirus,,,Field,China,,1/8/2096,2/12/2099,,,NA,NA,NA,NA,NA,12058,NA,Picornaviridae,Picornavirales,Pisoniviricetes,Orthornavirae,Virus
953,Aeropus sibiricus,DNA virus,Poxviridae,EPV,,,,China,,1/8/2096,1/20/2000,,,1007316,Gomphocerus,Acrididae,Orthoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
