RefCode,Citation,ERNv,Host,Virus
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",960,Orgyia postia,Orgyia postia DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",961,Papilio xuthus,Papilio xuthus DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",962,Parasa bicolor,Parasa bicolor DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",963,Parasa consocia,Parasa consocia DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",964,Parasa lepida,Parasa lepida DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",965,Parasa sinica,Parasa sinica DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",966,Parastichtis basilinea,Parastichtis basilinea DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",967,Parnara guttata,Parnara guttata DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",968,Pelopidas mathias ,Pelopidas mathias DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",969,Perina nuda,Perina nuda DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",970,Phalera assimilis,Phalera assimilis DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",971,Phalera flavescens,Phalera flavescens DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",972,Samia cynthia,Samia cynthia DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",973,Samia cynthia ricini,Samia cynthia ricini DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",974,Samia tendinosaria,Samia tendinosaria DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",975,Pleonomus canaliculatus,Pleonomus canaliculatus
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",976,Plusia agnata,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",977,Plusia eriosoma,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",978,Trichoplusia ni,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",979,Plusia nigrisigna,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",980,Plusia nigrisigna,Plusia nigrisigna
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",981,Euproctis scintillans,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",982,Spodoptera litosia,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",983,Rodolia mehicana,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",984,Scopelodes contracta,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",985,Scopelodes venosa,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",986,Scopula  subkunctaria,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",987,Discestra trifolii,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",988,Setora suberecta,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",989,Spilosoma subcarnea,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",990,Spilarctia obliqua,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",991,Stilpnotia candida,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",992,Leucoma salicis,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",993,Sucra jujuba,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",994,Bombyx mandarina,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",995,Theretra japonica,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",996,Sphinx pinastri,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",997,Thosea postornata,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",998,Thosea baibarana,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",999,Thosea sinensis,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1000,Ticera castanea,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1001,Trabala vishnou,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1002,Vanessa urticae,DNV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1003,Actias selene ningpoana,GV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1004,Agrotis exclamationis,GV
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1005,Panonychus citri,Rod-shaped non-inclusion virus  
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1006,Tetranychus cinnabarinus,Rod-shaped non-inclusion virus 
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1007,Panonychus ulmi,Rod-shaped non-inclusion virus  
62,"Canning, E. U. 1981. Insect control with protozoa. Pp. 201-216 In  Beltsville Symposia in Agricultural Research [5]: Biological Control in Crop Production. Allanheld, Osmun & Co. Totowa, New Jersey. ",1375,Oncopera alboguttata,EPV Subgroup A 
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",1008,Pieris brassicae,Pieris brassicae GV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",1009,Artogeia rapae,Artogeia rapae  GV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",1010,Hadena sordida,GV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",1011,Chilo infuscatellus,NPV
18,"Maddox, J. 1993. Protozoa and virus germplasm collection. Illinois Natural History Survey, 607 East Peabody Dr., Champaign, IL 61820",1012,Papilio polyxenes asterius,CPV
18,"Maddox, J. 1993. Protozoa and virus germplasm collection. Illinois Natural History Survey, 607 East Peabody Dr., Champaign, IL 61820",1013,Manduca sexta,CPV
18,"Maddox, J. 1993. Protozoa and virus germplasm collection. Illinois Natural History Survey, 607 East Peabody Dr., Champaign, IL 61820",1014,Erinnyis ello,GV
18,"Maddox, J. 1993. Protozoa and virus germplasm collection. Illinois Natural History Survey, 607 East Peabody Dr., Champaign, IL 61820",1015,Pogonia lusca,NPV
773,"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488.",1016,Anagrapha falcifera,Anagrapha falcifera NPV   
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1017,Mamestra brassicae,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1018,Aglais urticae,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1019,Vanessa cardui,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1020,Chiasmia clathrata,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1021,Mimas tiliae,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1022,Smerinthus ocellata,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1023,Hyles euphorbiae,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1024,Deilephila elpenor,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1025,Agrotis puta puta,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1026,Agrotis segetum,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1027,Ochropleura plecta,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1028,Noctua pronuba,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1029,Noctua fimbriata,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1030,Xestia xanthographa,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1031,Hada nana,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1032,Polia nebulosa,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1033,Sideridis albicolon,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1034,Melanchra persicariae,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1035,Lacanobia w-latinum,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1036,Lacanobia thalassina,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1376,Lacanobia suasa,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1037,Lacanobia oleracea,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1038,Papestra biren,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1039,Lacanobia pisi,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1040,Hadena bicruris,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1041,Panolis flammea,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1042,Orthosia cruda,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1043,Orthosia opima,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1044,Orthosia gracilis,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1045,Phlogophora meticulosa,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1046,Apamea monoglypha,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1047,Spodoptera exigua,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1048,Helicoverpa armigera,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1049,Trichoplusia ni,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1050,Plutella xylostella,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1051,Vanessa indica,Mamestra brassicae NPV (MbMNPV)
131,"Doyle, C.J., Hirst, M.L., Cory, J.S., and Entwistle, P.F. 1990. Risk assessment studies: detailed host range testing of wild-type cabbage moth, Mamestra brassicae  (Lepidoptera: Noctuidae) nuclear polyhedrosis virus. Appl. Environ. Microbiol. 56: 2704-2710.",1052,Mythimna separata,Mamestra brassicae NPV (MbMNPV)
31,"Morel, Gilles. (personal communication) Department de Biologie, Universite de la Reunion, 97715 Saint Denis Messag CEDEX 9, France.",1377,Spodoptera mauritia,EPV
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1378,Eagris sabadius,EPV
31,"Morel, Gilles. (personal communication) Department de Biologie, Universite de la Reunion, 97715 Saint Denis Messag CEDEX 9, France.",1379,Hippotion eson,
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1380,Catopsillia thauruma,
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1381,Catopsilla florella,
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1382,Microplexia costimaculalis,CPV
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1383,Catopsillia thauruma,CPV
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1384,Callixena versicolora,CPV
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1385,Catopsilla florella,CPV
31,"Morel, Gilles. (personal communication) Department de Biologie, Universite de la Reunion, 97715 Saint Denis Messag CEDEX 9, France.",1386,Deilephila nerii,
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1387,Polydesma umbricola,CPV
32,"Fouillaud, M. and Morel, G., 1994.  Characterization of cytoplasmic and nuclear polyhedrosis viruses recovered from the nest of Polistes hebraeus F. (Hymenoptera: Vespidae).  J. of Invertebr. Pathol. 64: 89-95.",1388,Eagris sabadius,CPV
