RefCode,ERNntr,Host,Pathogen,Citation
218,197,Campaea margaritata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,198,Dysstroma truncata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,199,Cyclophora albipunctata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,200,Cyclophora punctaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,201,Ecliptopera silaceata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,202,Hemistola chrysoprasaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,203,Idaea aversata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,204,Odontopera bidentata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,205,Operophtera brumata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,206,Opisthograptis luteolata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,207,Ourapteryx sambucaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,208,Selenia dentaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,209,Timandra griseata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,210,Xanthorhoe montanata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,211,Xanthorhoe fluctuata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,212,Xanthorhoe spadicearia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,213,Malacosoma neustria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,214,Philudoria potatoria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,215,Calliteara pudibunda,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,216,Euproctis chrysorrhoea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,217,Acronicta americana,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,218,Agrotis segetum,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,219,Anaplectoides prasina,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,220,Autographa pulchrina,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,221,Autographa gamma,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,222,Craniophora ligustri,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,223,Diachrysia chrysitis,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,224,Diarisa mendica,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,225,Lacanobia oleracea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,226,Helicoverpa zea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,227,Mamestra brassicae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,228,Melanchra persicariae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,229,Mythimna separata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,230,Noctua fimbriata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,231,Panolis flammea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,232,Peridroma saucia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,233,Phlogophora meticulosa,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,234,Polia nebulosa,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,235,Spodoptera littoralis,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,236,Xestia baja,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,237,Xestia c-nigrum,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,238,Cerura vinula,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,239,Chaonia ruficornis,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,240,Phalera bucephala,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,241,Furcula borealis,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,242,Saturnia pavonia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,243,Sphinx pinastri,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,244,Manduca sexta,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,245,Laothoe populi,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,246,Smerinthus ocellata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,247,Plutella xylostella,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
218,248,Zygaena filipendulae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London."
195,249,Mamestra brassicae,Agrotis segetum NPV  (AsMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,250,Hypena scabra,Anticarsia gemmatalis NPV  (AgMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,251,Spodoptera frugiperda,Anticarsia gemmatalis NPV  (AgMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
233,252,Reticulitermes flavipes,Entomophthora virulenta,"Yendol, W.G., and Paschke, J.D., 1965.  Pathology of an Entomophthora infection in the eastern subterranean termite Reticulitermes flavipes (Kollar).  J. Invertebr. Pathol. 7: 414-422."
195,253,Spilosoma subcarnea,Euproctis similis NPV,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,254,Bombyx mori,Euproctis similis NPV,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,255,Mythimna separata,Euproctis similis NPV,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,256,Galleria mellonella,Euproctis similis NPV,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,257,Samia cynthia,Euproctis similis NPV,"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
195,258,Melanchra persicariae,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. "
232,259,Manduca sexta,Colias eurytheme NPV,"Bucher, G.E. 1967. Pathogens of tobacco and tomato hornworms. J. Invertebr. Pathol. 9:82-89"
232,260,Manduca sexta,Celerio euphorbiae NPV,"Bucher, G.E. 1967. Pathogens of tobacco and tomato hornworms. J. Invertebr. Pathol. 9:82-89"
370,261,Helicoverpa zea,Aedes taeniorhynchus IV (RMIV),"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,262,Galleria mellonella,Aedes taeniorhynchus IV (RMIV),"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,263,Aedes taeniorhynchus,Corethrella brakeleyi IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,264,Aedes sollicitans,Corethrella brakeleyi IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,265,Psorophora ferox,Corethrella brakeleyi IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,266,Culiseta inornata,Culiseta IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,267,Culiseta melanura,Culiseta IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,268,Culex salinarius,Culiseta IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
370,269,Culex territans,Culiseta IV,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston."
492,270,Orgyia pseudotsugata,Choristoneura fumiferana NPV  (CfMNPV),"Otvos, I.S., Cunningham, J.C., and Kaupp, W.J.  1989.  Aerial application of two baculoviruses against the western spruce budworm, Choristoneura occidentalis Freeman (Lepidoptera: Tortricidae), in British Columbia.  Can. Ent. 121:209-217."
492,271,Orgyia pseudotsugata,Choristoneura fumiferana GV,"Otvos, I.S., Cunningham, J.C., and Kaupp, W.J.  1989.  Aerial application of two baculoviruses against the western spruce budworm, Choristoneura occidentalis Freeman (Lepidoptera: Tortricidae), in British Columbia.  Can. Ent. 121:209-217."
627,272,Galleria mellonella,Mattesia trogodermae,"Pounds, J. G., 1977. Safety and potential hazards of the entomophatogen Mattesia trogodermae to non-target species. Ph.D. thesis, University of Wisconsin, Madison."
627,273,Agrotis ipsilon,Mattesia trogodermae,"Pounds, J. G., 1977. Safety and potential hazards of the entomophatogen Mattesia trogodermae to non-target species. Ph.D. thesis, University of Wisconsin, Madison."
627,274,Apis mellifera,Mattesia trogodermae,"Pounds, J. G., 1977. Safety and potential hazards of the entomophatogen Mattesia trogodermae to non-target species. Ph.D. thesis, University of Wisconsin, Madison."
628,275,Anagasta kuehniella,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. "
628,276,Plodia interpunctella ,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. "
628,277,Cryptolestes pusillus,Mattesia trogodermae,"Canning, E. U., 1964.  Observations on the life history of Mattesia trogodermae sp. n., a schizogregarine parasite of the fat body of the Khapra beetle, Trogoderma granarium Everts.  J. Insect Pathol.  6: 305-317. "
552,278,Psorophora ciliata,Nosema algerae,"Savage, K.E., 1975. Nosema algerae Vavra and Undeen 1970 (Protozoa: Microsporida): its bionomics and development for use as a biological control agent of mosquitoes, M.S. thesis University of Florida Gainsville."
552,279,Toxorhynchites rutilus septentrionalis,Nosema algerae,"Savage, K.E., 1975. Nosema algerae Vavra and Undeen 1970 (Protozoa: Microsporida): its bionomics and development for use as a biological control agent of mosquitoes, M.S. thesis University of Florida Gainsville."
565,280,Acleris variana,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-"
565,281,Malacosoma disstria,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-"
565,282,Apanteles fumiferanae,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-"
565,283,Glypta fumiferanae,Nosema fumiferanae,"Thomson, H.M., 1958. Some aspects of the epidemiology of a microsporidian parasite of the spruce budworm, Choristoneura fumiferana (Clem). Can. J. Zool. 36: 309-"
563,284,Galleria mellonella,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. "
563,285,Bombyx mori,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. "
563,286,Hyphantria cunea,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. "
563,287,Gryllus assimilis,Nosema fumiferanae,"Wilson, G.G., 1972. Studies on Nosema fumiferanae a Microsporidian parasite of Choristoneura fumiferana (Clem.) (Lepidoptera: Tortricidae). Ph.D. thesis, Cornell University, Ithaca, N.Y. "
629,288,Conotrachelus nenuphar,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
629,289,Coleomegilla maculata lengi,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
