"","presence","Host","Virus","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","Group","Order","Family"
"1131",1,"Helicoverpa zea","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1132",1,"Bombyx mori","Bombyx mori DNV-2","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1133",1,"Rhopobota unipunctana","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1134",1,"Ocnogyna baetica","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1135",1,"Plodia interpunctella ","Plodia interpunctella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1136",1,"Microplitis croceipes","Rotavirus sp.  Reovirus-like particle  (RVLP)","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1137",1,"Melanogryllus desertus","Rhabdovirus-like particle","RNA virus","Rhabdoviridae",NA,NA,"Viruses",NA,NA
"1138",1,"Cotesia congregata","Virus-like Filamentous Particle ","","",NA,NA,"Viruses",NA,NA
"1139",1,"Melanoplus sanguinipes sanguinipes","EPV Subgroup B","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1140",1,"Rhopalosiphum padi","Aphid lethal paralysis virus ","RNA virus","Picornaviridae",NA,NA,"Viruses",NA,NA
"1141",1,"Anacridium aegyptium","EPV","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1142",1,"Ocnogyna baetica","Ocnogyna baetica EPV Subgroup B ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1143",1,"Aedes stimulans","Aedes stimulans IV Type 11","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"1144",1,"Cnephia mutata","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1145",1,"Prosimulium  fuscum","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1146",1,"Simulium tuberosum","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1147",1,"Simulium venustum","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1148",1,"Simulium vittatum","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1149",1,"Argyrogramma basigera","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1150",1,"Autographa biloba","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1151",1,"Autographa bimaculata","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1152",1,"Diachrysia balluca","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1153",1,"Pseudoplusia includens","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1154",1,"Rachiplusia ou","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1155",1,"Xestia c-nigrum","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1156",1,"Agrotis exclamationis","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1157",1,"Orthosia stabilis","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1158",1,"Dasychira basiflava","Dasychira basiflava NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1159",1,"Plodia interpunctella ","Cadra cautella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1160",1,"Cadra cautella","Cadra cautella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1161",1,"Hyphantria cunea","Diacrisia virginica GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1162",1,"Spilosoma virginica","Diacrisia virginica GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1163",1,"Helicoverpa zea","Helicoverpa armigera GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1164",1,"Heliothis virescens","Helicoverpa armigera GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1165",1,"Helicoverpa armigera","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1166",1,"Heliothis virescens","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1167",1,"Helicoverpa zea","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1168",1,"Spodoptera exigua","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1169",1,"Spodoptera frugiperda","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1170",1,"Trichoplusia ni","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1171",1,"Cydia molesta","Cydia pomonella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1172",1,"Rhyacionia buoliana","Cydia pomonella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1173",1,"Cydia nigricana ","Cydia pomonella GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1174",1,"Pieris brassicae","Pieris brassicae GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1175",1,"Artogeia rapae","Pieris brassicae GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1176",1,"Dictyoploca japonica","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1177",1,"Spilosoma subcarnea","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1178",1,"Dendrolimus spectabilis","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1179",1,"Malacosoma neustria","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1180",1,"Scopelodes contracta","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1181",1,"Lymantria dispar","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1182",1,"Clostera inclusa","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1183",1,"Samia cynthia","Bombyx mori NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1184",1,"Mimas tiliae","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1185",1,"Sphinx ligustri","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1186",1,"Spodoptera exigua","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1187",1,"Helicoverpa armigera","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1188",1,"Spodoptera frugiperda","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1189",1,"Cicadulina bimaculata","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1190",1,"Peregrinus maidis","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1191",1,"Drosophila melanogaster","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1192",1,"Drosophila simulans","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1193",1,"Musca domestica","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1194",1,"Dacus oleae","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1195",1,"Dacus tryoni","reovirus-like particle","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1196",1,"Euxoa messoria","Agrotis segetum NPV  (AsMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1197",1,"Trichoplusia ni","Agrotis segetum NPV  (AsMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1198",1,"Spodoptera exigua","Agrotis segetum NPV  (AsMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1199",1,"Heliothis virescens","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1200",1,"Helicoverpa zea","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1201",1,"Lophocampa caryae","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1202",1,"Pectinophora gossypiella","Autographa californica NPV  (AcMNPV)   ","Unknown","Baculoviridae",NA,NA,"Viruses",NA,NA
"1203",1,"Spodoptera exigua","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1204",1,"Spodoptera ornithogalli","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1205",1,"Trichoplusia ni","Anticarsia gemmatalis NPV  (AgMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1206",1,"Agrotis ipsilon","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1207",1,"Anagrapha falcifera","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1208",1,"Melanchra picta","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1209",1,"Eupsilia sp.","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1210",1,"Orgyia pseudotsugata","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1211",1,"Bucculatrix thurberiella","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1212",1,"Estigmene acrea","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1213",1,"Trichoplusia ni","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1214",1,"Plutella xylostella","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1215",1,"Diatraea grandiosella","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1216",1,"Galleria mellonella","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1217",1,"Ostrinia nubilalis","Autographa californica NPV  (AcMNPV)   ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1218",1,"Helicoverpa zea","Galleria mellonella NPV  (GmMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1219",1,"Trichoplusia ni","Galleria mellonella NPV  (GmMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1220",1,"Heliothis virescens","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1221",1,"Heliothis subflexa","Heliothis armigera NPV  (HaMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1222",1,"Helicoverpa armigera","Heliothis punctigera NPV  (HpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1223",1,"Helicoverpa paradoxa","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1224",1,"Heliothis peltigera","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1225",1,"Helicoverpa phloxiphaga","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1226",1,"Helicoverpa punctigera","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1227",1,"Heliothis subflexa","Heliothis zea NPV (HzSNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1228",1,"Autographa gamma","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1229",1,"Euxoa scandens","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1230",1,"Manduca sexta","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1231",1,"Nephotettix cincticeps","Chilo IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"1232",1,"Phthorimaea operculella","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1233",1,"Darna trima","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1234",1,"Mythimna unipuncta","NPV ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1235",1,"Dasychira plagiata","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1236",1,"Achaea janata","GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1237",1,"Samia cynthia ricini","nonoccluded virus","DNA virus","unknown",NA,NA,"Viruses",NA,NA
"1238",1,"Hyalophora cecropia","nonoccluded baculovirus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1239",1,"Actias selene","nonoccluded virus","DNA virus","unknown",NA,NA,"Viruses",NA,NA
"1240",1,"Antheraea pernyi","nonoccluded virus","DNA virus","unknown",NA,NA,"Viruses",NA,NA
"1241",1,"Aedes taeniorhynchus","Aedes taeniorhynchus IV (orange)","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"1242",1,"Melolontha melolontha  ","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1243",1,"Euxoa auxiliaris","Euxoa auxiliaris DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1244",1,"Junonia coenia","Junonia coenia DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1245",1,"Sibine fusca","Sibine fusca DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1246",1,"Bombyx mori","Bombyx mori DNV-3","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1247",1,"Diatraea saccharalis","Diatraea sacchara DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1248",1,"Pseudoplusia includens","Pseudoplusia includens DNV ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1249",1,"Aedes taeniorhynchus","Psorophora ferox IV","DNA virus","Iridoviridae",NA,NA,"Viruses",NA,NA
"1250",1,"Simulium vittatum","Simulium vittatum DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1251",1,"Aedes aegypti","Aedes aegypti DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1252",1,"Aedes pseudoscutellaris","Aedes pseudoscutellaris DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1253",1,"Acheta domesticus","Acheta domestica DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1254",1,"Leucorrhinia dubia","Leucorrhinia dubia DNV","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1255",1,"Helicoverpa zea","Trichoplusia ni NPV  (TnMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1256",1,"Spodoptera exigua","Trichoplusia ni NPV  (TnMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1257",1,"Orgyia pseudotsugata","Trichoplusia ni NPV  (TnMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1258",1,"Plodia interpunctella ","Cadra cautella NPV  (CcMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1259",1,"Mamestra configurata","Melanchra picta NPV  (MpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1260",1,"Xestia c-nigrum","Melanchra picta NPV  (MpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1261",1,"Peridroma saucia","Melanchra picta NPV  (MpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1262",1,"Spodoptera praefica","Melanchra picta NPV  (MpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1263",1,"Trichoplusia ni","Melanchra picta NPV  (MpMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1264",1,"Agrotis ipsilon","Rachiplusia ou NPV  (RoMPNV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1265",1,"Agrotis exclamationis","Mamestra brassicae NPV (MbMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1266",1,"Noctua pronuba","Agrotis segetum NPV  (AsMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1267",1,"Agrotis exclamationis","Agrotis segetum NPV  (AsMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1268",1,"Manduca sexta","Galleria mellonella NPV  (GmMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1269",1,"Trichoplusia ni","Choristoneura fumiferana NPV  (CfMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1270",1,"Galleria mellonella","Choristoneura fumiferana NPV  (CfMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1271",1,"Locusta migratoria","Spodoptera littoralis NPV  (SlMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1272",1,"Schistocerca gregaria","Spodoptera littoralis NPV  (SlMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1273",1,"Panolis flammea","Lymantria monacha NPV  (LmMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1274",1,"Lymantria monacha","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1275",1,"Spodoptera frugiperda","Spodoptera littoralis NPV  (SlMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1276",1,"Spodoptera littoralis","Spodoptera frugiperda NPV  (SfMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1277",1,"Mamestra brassicae","Panolis flammea NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1278",1,"Leucorrhinia dubia","Nonoccluded virus","DNA virus","unknown",NA,NA,"Viruses",NA,NA
"1279",1,"Mythimna unipuncta","GV ","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1280",1,"Aedes sollicitans","NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1281",1,"Aedes epactius","Aedes sollicitans NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1282",1,"Aedes scutellaris","Aedes sollicitans NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1283",1,"Aedes atropalpus","Aedes sollicitans NPV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1284",1,"Peridroma saucia","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1285",1,"Aedes cantator","CPV","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1286",1,"Amyelois transitella","nonoccluded baculovirus","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1287",1,"Trichoplusia ni","Trichoplusia RNA virus","RNA virus","Reoviridae",NA,NA,"Viruses",NA,NA
"1288",1,"Spodoptera exigua","Spodoptera exigua NPV  (SeMNPV)","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1289",1,"Calliteara pudibunda","Nudaurelia-B-like virus","","",NA,NA,"Viruses",NA,NA
"1290",1,"Dermolepida albo-hirtum","EPV Subgroup A ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1291",1,"Figulus sublaevis","EPV Subgroup A ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1292",1,"Othnonius batesi","EPV Subgroup A ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1293",1,"Rhopaea verreauxi","EPV Subgroup A ","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1294",1,"Arphia conspersa","EPV Subgroup B","DNA virus","Parvoviridae",NA,NA,"Viruses",NA,NA
"1295",1,"Euxoa auxiliaris","EPV (Subgroup B) ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1296",1,"Helicoverpa sp.","EPV Subgroup B","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1297",1,"Oreopsyche angustella","EPV Subgroup B","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1298",1,"Phoetaliotes nebrascensis","EPV Subgroup B","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1299",1,"Aedes aegypti","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1300",1,"Camptochironomus tentans","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1301",1,"Chironomus attenuatus","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1302",1,"Chironomus decorus","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1303",1,"Chironomus luridus","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1304",1,"Chironomus salinarius","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1305",1,"Goeldichironomus holoprasinus","EPV Subgroup C","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1306",1,"Bombus impatiens","EPV Subgroup D","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1307",1,"Discestra trifolii","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1308",1,"Helicoverpa zea","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1309",1,"Trichoplusia ni","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1310",1,"Spodoptera frugiperda","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1311",1,"Autographa precationis","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1312",1,"Heliothis virescens","AV","DNA virus","Ascoviridae",NA,NA,"Viruses",NA,NA
"1313",1,"Agrotis ipsilon","Agrotis segetum GV","DNA virus","Baculoviridae",NA,NA,"Viruses",NA,NA
"1314",1,"Culex tritaeniorhynchus","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1315",1,"Culex tarsalis","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1316",1,"Aedes aegypti","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1317",1,"Aedes albopictus","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1318",1,"Toxorhynchites amboinensis","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1319",1,"Apis mellifera","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1320",1,"Plodia interpunctella ","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1321",1,"Attagenus piceus","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1322",1,"Galleria mellonella","Culex tritaeniorhyncus Nodamura virus","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1323",1,"Heteronychus arator","Heteronchus arator Black beetle virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1324",1,"Aphodius tasmaniae","Heteronchus arator Black beetle virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1325",1,"Pericoptus truncatus","Heteronchus arator Black beetle virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1326",1,"Galleria mellonella","Heteronchus arator Black beetle virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1327",1,"Mythimna separata","Heteronchus arator Black beetle virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1328",1,"Oncopera intricoides","Oncopera intricoides Boolarra virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1329",1,"Galleria mellonella","Oncopera intricoides Boolarra virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1330",1,"Galleria mellonella","Costelytra zealandica Flock house virus ","RNA virus","Nodaviridae",NA,NA,"Viruses",NA,NA
"1331",1,"Bombus impatiens","Entomopoxvirus-like ","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1332",1,"Bombus pennsylvanicus","Entomopoxvirus-like","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1333",1,"Bombus fervidus","Entomopoxvirus-like","DNA virus","Poxviridae",NA,NA,"Viruses",NA,NA
"1334",1,"Imbrasia cytherea","Nudaurelia cytherea capensis Virus (B Group)","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1335",1,"Samia cynthia ricini","Philosamia cynthia x ricini Nudaurelia Beta Virus","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1336",1,"Setothesea asigna","Thosea asigna Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1337",1,"Darna trima","Darna trima Nudaurelia Beta Virus  ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1338",1,"Trichoplusia ni","Trichoplusia ni Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1339",1,"Calliteara pudibunda","Dasychira pudibunda Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1340",1,"Opodiphthera eucalypti","Antherea eucalypti Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1341",1,"Saturnia pavonia","Saturnia pavonia Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1342",1,"Euplagia quadripunctaria","Callimorpha quadripunctata Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1343",1,"Tyria jacobaeae","Hypocrita jacobeae Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1344",1,"Acherontia atropos","Acherontia atropos Nudaurelia B Group virus","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1345",1,"Setora nitens","Setora nitens Nudaurelia Beta Virus ","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
"1346",1,"Agraulis vanillae","Agraulis vanillae Nudaurelia B Group virus","RNA virus","Tetraviridae",NA,NA,"Viruses",NA,NA
