ERNntr,PathogenSpecies,CreationDate,ModificationDate,LogMaxDose,HostStageTested,HostSpecies,Group,HighTaxon,LowTaxon,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
225,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Lacanobia oleracea,Viruses,DNA virus,Baculoviridae,79499,Lacanobia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
226,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Helicoverpa zea,Viruses,DNA virus,Baculoviridae,7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
227,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Mamestra brassicae,Viruses,DNA virus,Baculoviridae,55057,Mamestra,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
228,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Melanchra persicariae,Viruses,DNA virus,Baculoviridae,987979,Melanchra,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
229,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Mythimna separata,Viruses,DNA virus,Baculoviridae,271217,Mythimna,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
230,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Noctua fimbriata,Viruses,DNA virus,Baculoviridae,753202,Noctua,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
231,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Panolis flammea,Viruses,DNA virus,Baculoviridae,988141,Panolis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
232,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Peridroma saucia,Viruses,DNA virus,Baculoviridae,244290,Peridroma,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
233,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Phlogophora meticulosa,Viruses,DNA virus,Baculoviridae,875884,Phlogophora,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
234,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Polia nebulosa,Viruses,DNA virus,Baculoviridae,988024,Polia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
235,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Spodoptera littoralis,Viruses,DNA virus,Baculoviridae,7109,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
236,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Xestia baja,Viruses,DNA virus,Baculoviridae,988044,Xestia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
237,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Xestia c-nigrum,Viruses,DNA virus,Baculoviridae,987431,Xestia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
238,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Cerura vinula,Viruses,DNA virus,Baculoviridae,987900,Cerura,Notodontidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
239,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Chaonia ruficornis,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Phalera bucephala,Viruses,DNA virus,Baculoviridae,753216,Phalera,Notodontidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
241,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Furcula borealis,Viruses,DNA virus,Baculoviridae,214151,Furcula,Notodontidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
242,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Saturnia pavonia,Viruses,DNA virus,Baculoviridae,332931,Saturnia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
243,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Sphinx pinastri,Viruses,DNA virus,Baculoviridae,987436,Sphinx,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
244,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Manduca sexta,Viruses,DNA virus,Baculoviridae,7130,Manduca,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
245,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Laothoe populi,Viruses,DNA virus,Baculoviridae,522836,Laothoe,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
246,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Smerinthus ocellata,Viruses,DNA virus,Baculoviridae,469260,Smerinthus,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
247,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Plutella xylostella,Viruses,DNA virus,Baculoviridae,51655,Plutella,Plutellidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
248,Autographa californica NPV (AcMNPV),1/25/2096,12/13/2000,6 pibs/larva,Larva,Zygaena filipendulae,Viruses,DNA virus,Baculoviridae,287375,Zygaena,Zygaenidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
249,Agrotis segetum NPV  (AsMNPV),1/28/2096,2/12/2099,,,Mamestra brassicae,Viruses,DNA virus,Baculoviridae,55057,Mamestra,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
250,Anticarsia gemmatalis NPV  (AgMNPV),1/28/2096,12/28/2000,,,Hypena scabra,Viruses,DNA virus,Baculoviridae,95219,Hypena,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
251,Anticarsia gemmatalis NPV  (AgMNPV),1/28/2096,2/12/2099,,,Spodoptera frugiperda,Viruses,DNA virus,Baculoviridae,7108,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
252,Entomophthora virulenta,1/28/2096,2/12/2099,unknown,Nymph,Reticulitermes flavipes,Fungi,Zygomycetes,Entomophthorales,36989,Reticulitermes,Rhinotermitidae,Blattodea,Insecta,NA,NA,NA,NA,NA,NA
253,Euproctis similis NPV,1/28/2096,2/12/2099,,,Spilosoma subcarnea,Viruses,DNA virus,Baculoviridae,1078815,Spilarctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
254,Euproctis similis NPV,1/28/2096,2/12/2099,,,Bombyx mori,Viruses,DNA virus,Baculoviridae,7091,Bombyx,Bombycidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
255,Euproctis similis NPV,1/28/2096,2/12/2099,,,Mythimna separata,Viruses,DNA virus,Baculoviridae,271217,Mythimna,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
256,Euproctis similis NPV,1/28/2096,2/12/2099,,,Galleria mellonella,Viruses,DNA virus,Baculoviridae,7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
257,Euproctis similis NPV,1/28/2096,2/12/2099,,,Samia cynthia,Viruses,DNA virus,Baculoviridae,7127,Samia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
258,Mamestra brassicae NPV (MbMNPV),1/28/2096,12/13/2000,,,Melanchra persicariae,Viruses,DNA virus,Baculoviridae,987979,Melanchra,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
259,Colias eurytheme NPV,1/29/2096,2/12/2099,6 pibs/larva,Larva,Manduca sexta,Viruses,Not defined in EDWIP,Not defined in EDWIP,7130,Manduca,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
260,Celerio euphorbiae NPV,1/29/2096,2/12/2099,6 pibs/larva,Larva,Manduca sexta,Viruses,Not defined in EDWIP,Not defined in EDWIP,7130,Manduca,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
261,Aedes taeniorhynchus IV (RMIV),3/2/2096,2/12/2099,,,Helicoverpa zea,Viruses,Not defined in EDWIP,Not defined in EDWIP,7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
262,Aedes taeniorhynchus IV (RMIV),3/2/2096,2/12/2099,,,Galleria mellonella,Viruses,Not defined in EDWIP,Not defined in EDWIP,7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
263,Corethrella brakeleyi IV,3/2/2096,2/12/2099,,Larva,Aedes taeniorhynchus,Viruses,DNA virus,Iridoviridae,329105,Ochlerotatus,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
264,Corethrella brakeleyi IV,3/2/2096,2/12/2099,,Larva,Aedes sollicitans,Viruses,DNA virus,Iridoviridae,310513,Ochlerotatus,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
265,Corethrella brakeleyi IV,3/2/2096,2/12/2099,,Larva,Psorophora ferox,Viruses,DNA virus,Iridoviridae,7183,Psorophora,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
266,Culiseta IV,3/5/2096,2/12/2099,,,Culiseta inornata,Viruses,DNA virus,Iridoviridae,704160,Culiseta,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
267,Culiseta IV,3/5/2096,2/12/2099,,,Culiseta melanura,Viruses,DNA virus,Iridoviridae,329109,Culiseta,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
268,Culiseta IV,3/5/2096,2/12/2099,,,Culex salinarius,Viruses,DNA virus,Iridoviridae,38743,Culex,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
269,Culiseta IV,3/5/2096,2/12/2099,,,Culex territans,Viruses,DNA virus,Iridoviridae,42431,Culex,Culicidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
270,Choristoneura fumiferana NPV  (CfMNPV),5/9/2096,2/12/2099,not available,,Orgyia pseudotsugata,Viruses,DNA virus,Baculoviridae,33414,Orgyia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
271,Choristoneura fumiferana GV,5/9/2096,2/12/2099,not available,,Orgyia pseudotsugata,Viruses,DNA virus,Baculoviridae,33414,Orgyia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
272,Mattesia trogodermae,6/9/2096,12/13/2000,,,Galleria mellonella,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
273,Mattesia trogodermae,6/12/2096,9/12/2000,,,Agrotis ipsilon,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),56364,Agrotis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
274,Mattesia trogodermae,6/12/2096,12/13/2000,,,Apis mellifera,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),7460,Apis,Apidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
275,Mattesia trogodermae,6/12/2096,12/13/2000,,,Anagasta kuehniella,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),40079,Ephestia,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
276,Mattesia trogodermae,6/12/2096,12/13/2000,,,Plodia interpunctella,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),58824,Plodia,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
277,Mattesia trogodermae,6/12/2096,12/13/2000,,,Cryptolestes pusillus,Protozoa,Apicomplexa,Gregarinidea (Neogregarinida),1173686,Cryptolestes,Laemophloeidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
278,Nosema algerae,6/12/2096,5/27/2099,,,Psorophora ciliata,Fungi,Microspora,Microsporea (Microsporida),329106,Psorophora,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
279,Nosema algerae,6/12/2096,2/12/2099,,,Toxorhynchites rutilus septentrionalis,Fungi,Microspora,Microsporea (Microsporida),53553,Toxorhynchites,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
280,Nosema fumiferanae,6/12/2096,2/12/2099,unknown,,Acleris variana,Fungi,Microspora,Microsporea (Microsporida),904080,Acleris,Tortricidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
281,Nosema fumiferanae,6/12/2096,2/12/2099,unknown,,Malacosoma disstria,Fungi,Microspora,Microsporea (Microsporida),40071,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
282,Nosema fumiferanae,6/12/2096,2/12/2099,unknown,,Apanteles fumiferanae,Fungi,Microspora,Microsporea (Microsporida),380175,Apanteles,Braconidae,Hymenoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
283,Nosema fumiferanae,6/12/2096,2/12/2099,unknown,,Glypta fumiferanae,Fungi,Microspora,Microsporea (Microsporida),389681,Glypta,Ichneumonidae,Hymenoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
284,Nosema fumiferanae,6/12/2096,2/12/2099,,,Galleria mellonella,Fungi,Microspora,Microsporea (Microsporida),7137,Galleria,Pyralidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
285,Nosema fumiferanae,6/12/2096,2/12/2099,,,Bombyx mori,Fungi,Microspora,Microsporea (Microsporida),7091,Bombyx,Bombycidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
286,Nosema fumiferanae,6/12/2096,2/12/2099,,,Hyphantria cunea,Fungi,Microspora,Microsporea (Microsporida),39466,Hyphantria,Erebidae,Lepidoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
287,Nosema fumiferanae,6/12/2096,2/12/2099,,,Gryllus assimilis,Fungi,Microspora,Microsporea (Microsporida),128156,Gryllus,Gryllidae,Orthoptera,Insecta,481674,Nosema,Nosematidae,NA,NA,Fungi
288,Nosema gasti,6/12/2096,2/12/2099,,,Conotrachelus nenuphar,Fungi,Microspora,Microsporea (Microsporida),122892,Conotrachelus,Curculionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
289,Nosema gasti,6/12/2096,2/12/2099,,,Coleomegilla maculata lengi,Fungi,Microspora,Microsporea (Microsporida),279632,Coleomegilla,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
290,Nosema gasti,6/12/2096,2/12/2099,,,Coccinella novemnotata,Fungi,Microspora,Microsporea (Microsporida),1709623,Coccinella,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
291,Nosema gasti,6/12/2096,2/12/2099,,,Hippodamia convergens,Fungi,Microspora,Microsporea (Microsporida),64696,Hippodamia,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
292,Nosema gasti,6/12/2096,2/12/2099,,,Chilocorus stigma,Fungi,Microspora,Microsporea (Microsporida),484773,Chilocorus,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
293,Nosema gasti,6/12/2096,2/12/2099,,,Diabrotica undecimpunctata,Fungi,Microspora,Microsporea (Microsporida),50387,Diabrotica,Chrysomelidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
294,Nosema pyrausta,6/12/2096,2/12/2099,,,Aplomya caesar,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,33697,Nosema,Nosematidae,NA,NA,Fungi
295,Nosema pyrausta,6/12/2096,2/12/2099,,,Eriborus terebrans,Fungi,Microspora,Microsporea (Microsporida),288168,Eriborus,Ichneumonidae,Hymenoptera,Insecta,33697,Nosema,Nosematidae,NA,NA,Fungi
296,Pleistophora schubergi,6/12/2096,2/12/2099,,,Bombyx mori,Fungi,Microspora,Microsporea (Microsporida),7091,Bombyx,Bombycidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
297,Pleistophora schubergi,6/12/2096,2/12/2099,,,Galleria mellonella,Fungi,Microspora,Microsporea (Microsporida),7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
298,Pleistophora schubergi,6/12/2096,2/12/2099,,,Oryzaephilus surinamensis,Fungi,Microspora,Microsporea (Microsporida),41112,Oryzaephilus,Silvanidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
299,Pleistophora schubergi,6/12/2096,2/12/2099,,,Tenebrio molitor,Fungi,Microspora,Microsporea (Microsporida),7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
300,Pleistophora schubergi,6/12/2096,2/12/2099,,,Tribolium castaneum,Fungi,Microspora,Microsporea (Microsporida),7070,Tribolium,Tenebrionidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
301,Vairimorpha necatrix,6/12/2096,2/12/2099,,,Artogeia rapae,Fungi,Microspora,Microsporea (Microsporida),64459,Pieris,Pieridae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
302,Vairimorpha necatrix,6/12/2096,2/12/2099,,,Phryganidia californica,Fungi,Microspora,Microsporea (Microsporida),2013496,Phryganidia,Notodontidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
303,Vairimorpha necatrix,6/12/2096,2/12/2099,6.3 spores/larva,Larva,Depressaria pastinacella,Fungi,Microspora,Microsporea (Microsporida),58004,Depressaria,Depressariidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
304,Vairimorpha necatrix,6/12/2096,2/12/2099,6.3 spores/larva,Larva,Manduca sexta,Fungi,Microspora,Microsporea (Microsporida),7130,Manduca,Sphingidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
305,Vairimorpha necatrix,6/12/2096,2/12/2099,6.3 spores/larva,Larva,Manduca quinquemaculata,Fungi,Microspora,Microsporea (Microsporida),335999,Manduca,Sphingidae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
306,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Adult,Musca domestica,Fungi,Microspora,Microsporea (Microsporida),7370,Musca,Muscidae,Diptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
307,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Larva,Neurotoma fasciata,Fungi,Microspora,Microsporea (Microsporida),222795,Neurotoma,Pamphiliidae,Hymenoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
308,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Adult,Hypera punctata,Fungi,Microspora,Microsporea (Microsporida),36758,Hypera,Curculionidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
309,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Adult,Acalymma vittatum,Fungi,Microspora,Microsporea (Microsporida),133117,Acalymma,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
310,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Adult,Cerotoma trifurcata,Fungi,Microspora,Microsporea (Microsporida),27441,Cerotoma,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
311,Vairimorpha necatrix,6/12/2096,3/27/2099,At least 10^5 spores per individual,Adult,Diabrotica undecimpunctata howardi,Fungi,Microspora,Microsporea (Microsporida),50387,Diabrotica,Chrysomelidae,Coleoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
312,Vairimorpha necatrix,6/12/2096,9/13/2000,,,Campoletis perdistinctus,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
313,Vairimorpha necatrix,6/12/2096,2/12/2099,,,Cardiochiles nigriceps,Fungi,Microspora,Microsporea (Microsporida),51531,Toxoneuron,Braconidae,Hymenoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
314,Vairimorpha necatrix,6/12/2096,2/12/2099,,,Bonnetia comta,Fungi,Microspora,Microsporea (Microsporida),NA,NA,NA,NA,NA,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
315,Vavraia culicis,6/12/2096,2/12/2099,,,Tenebrio molitor,Fungi,Microspora,Microsporea (Microsporida),7067,Tenebrio,Tenebrionidae,Coleoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
316,Vavraia culicis,6/12/2096,2/12/2099,,,Galleria mellonella,Fungi,Microspora,Microsporea (Microsporida),7137,Galleria,Pyralidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
317,Vavraia culicis,6/12/2096,2/12/2099,,,Spodoptera litura,Fungi,Microspora,Microsporea (Microsporida),69820,Spodoptera,Noctuidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
318,Vavraia culicis,6/12/2096,2/12/2099,,,Agrotis segetum,Fungi,Microspora,Microsporea (Microsporida),47767,Agrotis,Noctuidae,Lepidoptera,Insecta,103449,Vavraia,Pleistophoridae,NA,NA,Fungi
319,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Danaus plexippus,Fungi,Zygomycetes,Entomophthorales,13037,Danaus,Nymphalidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
320,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Alsophila pometaria,Fungi,Zygomycetes,Entomophthorales,689273,Alsophila,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
321,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Phigalia titea,Fungi,Zygomycetes,Entomophthorales,687504,Phigalia,Elachistidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
322,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Automeris io,Fungi,Zygomycetes,Entomophthorales,82589,Automeris,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
323,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Callosamia angulifera,Fungi,Zygomycetes,Entomophthorales,63979,Callosamia,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
324,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Heterocampa umbrata,Fungi,Zygomycetes,Entomophthorales,214165,Heterocampa,Notodontidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
325,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Catocala vidua,Fungi,Zygomycetes,Entomophthorales,1496454,Catocala,Erebidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
326,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Pyreferra hesperidago,Fungi,Zygomycetes,Entomophthorales,688492,Pyreferra,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
327,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Eupsilia vinulenta,Fungi,Zygomycetes,Entomophthorales,1488775,Eupsilia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
328,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Sericaglaea signata,Fungi,Zygomycetes,Entomophthorales,2562043,Sericaglaea,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
329,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Chaetoglaea sericea,Fungi,Zygomycetes,Entomophthorales,NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
330,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Sunira bicolorago,Fungi,Zygomycetes,Entomophthorales,689303,Agrochola,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
331,Entomophaga maimaiga,7/3/2096,2/12/2099,5 conidia/ml,Larva,Orthosia hibisci,Fungi,Zygomycetes,Entomophthorales,214292,Orthosia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
332,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Epargyreus clarus,Fungi,Zygomycetes,Entomophthorales,520877,Epargyreus,Hesperiidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
333,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Erynnis juvenalis,Fungi,Zygomycetes,Entomophthorales,1720676,Erynnis,Hesperiidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
334,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Battus philenor,Fungi,Zygomycetes,Entomophthorales,42288,Battus,Papilionidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
335,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Papilio glaucus,Fungi,Zygomycetes,Entomophthorales,45779,Papilio,Papilionidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
336,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Asterocampa clyton,Fungi,Zygomycetes,Entomophthorales,40075,Asterocampa,Nymphalidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
337,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Geina periscelidactyla,Fungi,Zygomycetes,Entomophthorales,NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
338,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Itame pustularia,Fungi,Zygomycetes,Entomophthorales,214180,Macaria,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
